Row_ID,SKU,Seller_ID,Seller_Name,Category,Brand,Model_Name,Model_Number,UPC,GTIN,Title,Description,Price_USD,Weight_lbs,Stock_Quantity,Primary_Image_URL,Specifications,Listing_Date,Last_Updated,Is_Active,Data_Quality_Issue
60,BB-MKT-00234,S004,ValueTech Store,TVs,TCL,QLED 4K,TC-6600-WH,,0177759201989,"TCL 43"" 8K Smart TV QLED 4K",Immerse yourself in stunning visuals with the TCL QLED 4K. Features cutting-edge display technology.,3578.74,15.08,38,https://images.bestbuy.com/marketplace/tcl-qled-4k-main.jpg,"Screen_Size: 43"" | Resolution: 8K | Smart_TV: Yes | HDR: Dolby Vision",2025-04-07,2025-04-07,Yes,MISSING_UPC
61,BB-MKT-00410,S006,NextGen Devices,Headphones,Sennheiser,Studio Pro,SE-1133-BL,198742540483,0198742540483,Sennheiser Studio Pro In-ear Wired Headphones,Enjoy crystal-clear audio with the Sennheiser Studio Pro. Perfect for music lovers and remote workers.,469.77,0.41,31,https://images.bestbuy.com/marketplace/sennheiser-studio-pro-main.jpg,Type: In-ear | Connectivity: Wired | ANC: No | Battery_Hours: 30,2025-01-06,2025-01-06,Yes,
62,BB-MKT-00640,S001,TechDirect LLC,Headphones,Sony,Momentum 4,SO-6980-WH,947481413490,0947481413490,Sony Momentum 4 In-ear Wireless Headphones,Enjoy crystal-clear audio with the Sony Momentum 4. Perfect for music lovers and remote workers.,299.27,0.35,113,https://images.bestbuy.com/marketplace/sony-momentum-4-main.jpg,Type: In-ear | Connectivity: Wireless | ANC: No | Battery_Hours: 36,2024-08-24,2024-08-24,Yes,
63,BB-MKT-00431,S002,EliteGadgets Inc,Smart Home,Wyze,Video Doorbell Pro 2,WY-2485-SL,791726793957,0791726793957,Wyze Video Doorbell Pro 2 Smart Home Device,Transform your home with the Wyze Video Doorbell Pro 2. Easy setup and seamless smart home integration.,280.27,1.45,41,https://images.bestbuy.com/marketplace/wyze-video-doorbell-pro-2-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Apple HomeKit | Power: Wired,2025-02-21,2025-02-21,Yes,
64,BB-MKT-00759,S002,EliteGadgets Inc,Headphones,Jabra,Evolve2 85,JA-6715-SL,846939168337,0846939168337,Jabra Evolve2 85 In-ear Wired Headphones,Enjoy crystal-clear audio with the Jabra Evolve2 85. Perfect for music lovers and remote workers.,232.33,0.3,141,https://images.bestbuy.com/marketplace/jabra-evolve2-85-main.jpg,Type: In-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 30,2024-12-06,2024-12-06,Yes,
65,BB-MKT-00148,S008,DigitalHub USA,Headphones,JBL,QuietComfort 45,JB-1187-SL,897070599637,0897070599637,JBL QuietComfort 45 On-ear Wired Headphones,Enjoy crystal-clear audio with the JBL QuietComfort 45. Perfect for music lovers and remote workers.,331.43,0.37,31,https://images.bestbuy.com/marketplace/jbl-quietcomfort-45-main.jpg,Type: On-ear | Connectivity: Wired | ANC: No | Battery_Hours: 30,2024-08-30,2024-08-30,Yes,DUPLICATE_SKU
66,BB-MKT-00108,S002,EliteGadgets Inc,Headphones,Sony,Studio Pro,SO-4637-BL,200663178163,0200663178163,Sony Studio Pro Over-ear Wired Headphones,Enjoy crystal-clear audio with the Sony Studio Pro. Perfect for music lovers and remote workers.,489.01,0.43,212,https://images.bestbuy.com/marketplace/sony-studio-pro-main.jpg,Type: Over-ear | Connectivity: Wired | ANC: No | Battery_Hours: 40,2024-07-28,2024-07-28,Yes,
67,BB-MKT-00496,S001,TechDirect LLC,Smart Home,Google,Video Doorbell Pro 2,GO-5919-BL,920985028652,0920985028652,Google Video Doorbell Pro 2 Smart Home Device,Transform your home with the Google Video Doorbell Pro 2. Easy setup and seamless smart home integration.,221.82,1.3,466,https://images.bestbuy.com/marketplace/google-video-doorbell-pro-2-main.jpg,Connectivity: Bluetooth | Voice_Assistant: Google Assistant | Power: Battery,2024-08-02,2024-08-02,Yes,
68,BB-MKT-00118,S005,ConnectPro Sales,Tablets,Amazon,Tab P12 Pro,AM-6776-BL,899045831074,0899045831074,"Amazon Tab P12 Pro 12.4"" 128GB Tablet",Stay productive and entertained with the Amazon Tab P12 Pro. Powerful performance in a sleek design.,464.74,0.89,485,https://images.bestbuy.com/marketplace/amazon-tab-p12-pro-main.jpg,"Storage_GB: 128 | Screen_Size: 12.4"" | Cellular: No | RAM_GB: 12",2024-07-30,2024-07-30,Yes,
69,BB-MKT-00330,S005,ConnectPro Sales,Tablets,Samsung,Fire HD 10,SA-4863-BL,399448622255,0399448622255,"Samsung Fire HD 10 12.9"" 128GB Tablet",Stay productive and entertained with the Samsung Fire HD 10. Powerful performance in a sleek design.,1133.76,0.42,409,https://images.bestbuy.com/marketplace/samsung-fire-hd-10-main.jpg,"Storage_GB: 128 | Screen_Size: 12.9"" | Cellular: Yes | RAM_GB: 4",2024-09-15,2024-09-15,Yes,
70,BB-MKT-00247,S005,ConnectPro Sales,Smart Home,Nest,Nest Hub Max,NE-1541-BL,370830447947,0370830447947,Nest Nest Hub Max Smart Home Device,Transform your home with the Nest Nest Hub Max. Easy setup and seamless smart home integration.,52.76,0.6,101,https://images.bestbuy.com/marketplace/nest-nest-hub-max-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Google Assistant | Power: Battery,2024-11-18,2024-11-18,Yes,
71,BB-MKT-00618,S008,DigitalHub USA,Laptops,Dell,Katana 15,DE-2503-WH,238316071754,0238316071754,"Dell Katana 15 14"" Laptop - 64GB RAM 256GB SSD",Experience premium performance with the Dell Katana 15. Designed for professionals and students alike.,1643.52,2.53,477,https://images.bestbuy.com/marketplace/dell-katana-15-main.jpg,"RAM_GB: 64 | Storage_GB: 256 | Screen_Size: 14"" | Processor: Intel i5",2024-10-13,2024-10-13,Yes,
72,BB-MKT-00899,S007,SmartBuy Co,Laptops,Apple,VivoBook 16,AP-7671-SL,930009936596,0930009936596,"Apple VivoBook 16 16"" Laptop - 16GB RAM 1024GB SSD",Experience premium performance with the Apple VivoBook 16. Designed for professionals and students alike.,1433.47,1.48,259,https://images.bestbuy.com/marketplace/apple-vivobook-16-main.jpg,"RAM_GB: 16 | Storage_GB: 1024 | Screen_Size: 16"" | Processor: Intel i5",2025-03-05,2025-03-05,Yes,
73,BB-MKT-00550,S007,SmartBuy Co,Smart Home,Wyze,Cam OG,WY-7937-BL,797927148904,0230535362395,Wyze Cam OG Smart Home Device,Transform your home with the Wyze Cam OG. Easy setup and seamless smart home integration.,3766.97,1.43,374,https://images.bestbuy.com/marketplace/wyze-cam-og-main.jpg,Connectivity: Bluetooth | Voice_Assistant: Apple HomeKit | Power: USB-C,2025-01-30,2025-01-30,Yes,GTIN_UPC_MISMATCH
74,BB-MKT-00674,S007,SmartBuy Co,Laptops,Lenovo,XPS 15,LE-5046-SL,562617737537,0562617737537,"Lenovo XPS 15 15.6"" Laptop - 32GB RAM 512GB SSD",Experience premium performance with the Lenovo XPS 15. Designed for professionals and students alike.,2278.72,1.49,0,https://images.bestbuy.com/marketplace/lenovo-xps-15-main.jpg,"RAM_GB: 32 | Storage_GB: 512 | Screen_Size: 15.6"" | Processor: AMD Ryzen 5",2024-07-27,2024-07-27,Yes,
75,BB-MKT-00866,S003,PrimeElectronics,TVs,TCL,V-Series,TC-2661-BL,853106567568,0853106567568,"TCL 75"" 4K UHD Smart TV V-Series",Immerse yourself in stunning visuals with the TCL V-Series. Features cutting-edge display technology.,3262.31,8.54,163,https://images.bestbuy.com/marketplace/tcl-v-series-main.jpg,"Screen_Size: 75"" | Resolution: 4K UHD | Smart_TV: No | HDR: HDR10",2024-09-04,2024-09-04,Yes,
76,BB-MKT-00103,S005,ConnectPro Sales,Tablets,Samsung,Fire HD 10,SA-9624-BK,240931555521,0240931555521,"Samsung Fire HD 10 11"" 64GB Tablet",Stay productive and entertained with the Samsung Fire HD 10. Powerful performance in a sleek design.,891.93,0.55,185,https://images.bestbuy.com/marketplace/samsung-fire-hd-10-main.jpg,"Storage_GB: 64 | Screen_Size: 11"" | Cellular: No | RAM_GB: 8",2024-07-10,2024-07-10,Yes,
77,BB-MKT-00458,S005,ConnectPro Sales,Laptops,HP,IdeaPad 5,HP-9770-SL,280062774333,0280062774333,"HP IdeaPad 5 14"" Laptop - 32GB RAM 512GB SSD",Experience premium performance with the HP IdeaPad 5. Designed for professionals and students alike.,781.79,1.48,362,https://images.bestbuy.com/marketplace/hp-ideapad-5-main.jpg,"RAM_GB: 32 | Storage_GB: 512 | Screen_Size: 14"" | Processor: Apple M2",2024-09-17,2024-09-17,Yes,
78,BB-MKT-00581,S001,TechDirect LLC,TVs,Hisense,U8K,HI-4297-BK,323237413951,0323237413951,"Hisense 43"" 8K Smart TV U8K - EXTREMELY DETAILED SPEC DESCRIPTION THAT GOES WAY BEYOND THE ALLOWED CHARACTER LIMIT FOR BEST BUY MARKETPLACE LISTINGS",Immerse yourself in stunning visuals with the Hisense U8K. Features cutting-edge display technology.,1529.82,37.39,355,https://images.bestbuy.com/marketplace/hisense-u8k-main.jpg,"Screen_Size: 43"" | Resolution: 8K | Smart_TV: No | HDR: HDR10",2025-02-25,2025-02-25,Yes,TITLE_TOO_LONG
79,BB-MKT-00561,S001,TechDirect LLC,TVs,LG,U8K,LG-7308-BK,657282271538,0657282271538,"LG 75"" 4K UHD Smart TV U8K",Immerse yourself in stunning visuals with the LG U8K. Features cutting-edge display technology.,1258.83,22.01,283,https://images.bestbuy.com/marketplace/lg-u8k-main.jpg,"Screen_Size: 75"" | Resolution: 4K UHD | Smart_TV: No | HDR: HDR10+",2025-01-25,2025-01-25,Yes,
80,BB-MKT-00450,S001,TechDirect LLC,Tablets,Lenovo,Galaxy Tab S9,LE-1022-BK,798807938281,0798807938281,"Lenovo Galaxy Tab S9 10.1"" 512GB Tablet",Stay productive and entertained with the Lenovo Galaxy Tab S9. Powerful performance in a sleek design.,591.61,0.71,271,https://images.bestbuy.com/marketplace/lenovo-galaxy-tab-s9-main.jpg,"Storage_GB: 512 | Screen_Size: 10.1"" | Cellular: No | RAM_GB: 12",2024-07-17,2024-07-17,Yes,
81,BB-MKT-00905,S001,TechDirect LLC,Tablets,Apple,Tab P12 Pro,AP-4313-WH,997731829200,0997731829200,"Apple Tab P12 Pro 10.1"" 256GB Tablet",Stay productive and entertained with the Apple Tab P12 Pro. Powerful performance in a sleek design.,6916.78,0.45,426,https://images.bestbuy.com/marketplace/apple-tab-p12-pro-main.jpg,"Storage_GB: 256 | Screen_Size: 10.1"" | Cellular: No | RAM_GB: 8",2025-01-08,2025-01-08,Yes,PRICE_ANOMALY
82,BB-MKT-00445,S003,PrimeElectronics,TVs,Samsung,Surface Pro 9,SA-1977-SL,860347056632,0860347056632,"Samsung Surface Pro 9 10.1"" 256GB Tablet",Stay productive and entertained with the Samsung Surface Pro 9. Powerful performance in a sleek design.,305.98,0.81,234,https://images.bestbuy.com/marketplace/samsung-surface-pro-9-main.jpg,"Storage_GB: 256 | Screen_Size: 10.1"" | Cellular: No | RAM_GB: 6",2025-01-31,2025-01-31,Yes,CATEGORY_MISMATCH
83,BB-MKT-00068,S001,TechDirect LLC,Smart Home,Amazon,Nest Hub Max,AM-2612-BK,577129546141,0577129546141,Amazon Nest Hub Max Smart Home Device,Transform your home with the Amazon Nest Hub Max. Easy setup and seamless smart home integration.,237.53,1.07,462,https://images.bestbuy.com/marketplace/amazon-nest-hub-max-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Google Assistant | Power: USB-C,2024-07-15,2024-07-15,Yes,
84,BB-MKT-00285,S004,ValueTech Store,Headphones,Beats,Momentum 4,BE-3906-BK,,0590889755438,Beats Momentum 4 In-ear Both Headphones,Enjoy crystal-clear audio with the Beats Momentum 4. Perfect for music lovers and remote workers.,126.23,0.24,263,https://images.bestbuy.com/marketplace/beats-momentum-4-main.jpg,Type: In-ear | Connectivity: Both | ANC: Yes | Battery_Hours: 24,2024-08-31,2024-08-31,Yes,MISSING_UPC
85,BB-MKT-00653,S004,ValueTech Store,Laptops,Apple,Katana 15,AP-4526-WH,427025971044,0427025971044,"Apple Katana 15 13.3"" Laptop - 8GB RAM 256GB SSD",Experience premium performance with the Apple Katana 15. Designed for professionals and students alike.,1663.5,1.55,183,https://images.bestbuy.com/marketplace/apple-katana-15-main.jpg,"RAM_GB: 8 | Storage_GB: 256 | Screen_Size: 13.3"" | Processor: Intel i7",2024-11-20,2024-11-20,Yes,
86,BB-MKT-00775,S004,ValueTech Store,Smart Home,Jabra,Momentum 4,JA-6764-SL,266025908976,0266025908976,Jabra Momentum 4 On-ear Both Headphones,Enjoy crystal-clear audio with the Jabra Momentum 4. Perfect for music lovers and remote workers.,267.93,0.41,71,https://images.bestbuy.com/marketplace/jabra-momentum-4-main.jpg,Type: On-ear | Connectivity: Both | ANC: Yes | Battery_Hours: 24,2024-11-20,2024-11-20,Yes,CATEGORY_MISMATCH
87,BB-MKT-00348,S003,PrimeElectronics,Headphones,Beats,WH-1000XM5,BE-6544-BK,781550942568,0781550942568,Beats WH-1000XM5 Over-ear Wireless Headphones,Enjoy crystal-clear audio with the Beats WH-1000XM5. Perfect for music lovers and remote workers.,60.08,0.36,359,https://images.bestbuy.com/marketplace/beats-wh-1000xm5-main.jpg,Type: Over-ear | Connectivity: Wireless | ANC: No | Battery_Hours: 20,2025-04-01,2025-04-01,Yes,
88,BB-MKT-00989,S003,PrimeElectronics,Headphones,Apple,WH-1000XM5,AP-9721-BL,230632228619,0230632228619,Apple WH-1000XM5 In-ear Wireless Headphones,Enjoy crystal-clear audio with the Apple WH-1000XM5. Perfect for music lovers and remote workers.,111.31,0.34,240,https://images.bestbuy.com/marketplace/apple-wh-1000xm5-main.jpg,Type: In-ear | Connectivity: Wireless | ANC: Yes | Battery_Hours: 24,2024-11-21,2024-11-21,Yes,
89,BB-MKT-00295,S004,ValueTech Store,TVs,Vizio,5-Series 4K,VI-7113-BK,811802029051,0811802029051,"Vizio 75"" 8K Smart TV 5-Series 4K",Immerse yourself in stunning visuals with the Vizio 5-Series 4K. Features cutting-edge display technology.,2324.72,32.42,63,https://images.bestbuy.com/marketplace/vizio-5-series-4k-main.jpg,"Screen_Size: 75"" | Resolution: 8K | Smart_TV: Yes | HDR: Dolby Vision",2024-07-22,2024-07-22,Yes,
90,BB-MKT-00212,S006,NextGen Devices,Tablets,Samsung,Galaxy Tab S9,SA-7819-SL,371965068780,0371965068780,"Samsung Galaxy Tab S9 12.9"" 64GB Tablet",Stay productive and entertained with the Samsung Galaxy Tab S9. Powerful performance in a sleek design.,460.95,0.35,190,https://images.bestbuy.com/marketplace/samsung-galaxy-tab-s9-main.jpg,"Storage_GB: 64 | Screen_Size: 12.9"" | Cellular: No | RAM_GB: 6",2024-08-31,2024-08-31,Yes,
91,BB-MKT-00779,S006,NextGen Devices,Laptops,Arlo,Hue Starter Kit,AR-8364-BL,864966579177,0864966579177,Arlo Hue Starter Kit Smart Home Device,Transform your home with the Arlo Hue Starter Kit. Easy setup and seamless smart home integration.,91.61,0.99,284,https://images.bestbuy.com/marketplace/arlo-hue-starter-kit-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Google Assistant | Power: Wired,2024-10-11,2024-10-11,Yes,CATEGORY_MISMATCH
92,BB-MKT-00082,S005,ConnectPro Sales,TVs,Samsung,V-Series,SA-4898-SL,966681384799,0966681384799,"Samsung 43"" 4K UHD Smart TV V-Series",Immerse yourself in stunning visuals with the Samsung V-Series. Features cutting-edge display technology.,308.18,19.68,64,https://images.bestbuy.com/marketplace/samsung-v-series-main.jpg,"Screen_Size: 43"" | Resolution: 4K UHD | Smart_TV: Yes | HDR: Dolby Vision",2025-02-01,2025-02-01,Yes,
93,BB-MKT-00534,S008,DigitalHub USA,Tablets,Apple,Galaxy Tab S9,AP-9317-WH,355284741551,0355284741551,"Apple Galaxy Tab S9 10.1"" 256GB Tablet",Stay productive and entertained with the Apple Galaxy Tab S9. Powerful performance in a sleek design.,824.81,0.71,471,https://images.bestbuy.com/marketplace/apple-galaxy-tab-s9-main.jpg,"Storage_GB: 256 | Screen_Size: 10.1"" | Cellular: No | RAM_GB: 8",2025-02-25,2025-02-25,Yes,
94,BB-MKT-00268,S007,SmartBuy Co,Laptops,Dell,Katana 15,DE-8171-SL,492253611454,0492253611454,"Dell Katana 15 14"" Laptop - 8GB RAM 256GB SSD",Experience premium performance with the Dell Katana 15. Designed for professionals and students alike.,2243.8,1.35,0,https://images.bestbuy.com/marketplace/dell-katana-15-main.jpg,"RAM_GB: 8 | Storage_GB: 256 | Screen_Size: 14"" | Processor: Intel i7",2024-12-23,2023-12-01,Yes,STALE_LISTING
95,BB-MKT-00092,S002,EliteGadgets Inc,Headphones,JBL,WH-1000XM5,JB-1744-WH,437872761622,0437872761622,JBL WH-1000XM5 On-ear Both Headphones,Enjoy crystal-clear audio with the JBL WH-1000XM5. Perfect for music lovers and remote workers.,234.54,0.35,3,https://images.bestbuy.com/marketplace/jbl-wh-1000xm5-main.jpg,Type: On-ear | Connectivity: Both | ANC: No | Battery_Hours: 40,2024-10-13,2024-10-13,Yes,
96,BB-MKT-00965,S007,SmartBuy Co,Smart Home,Arlo,Nest Hub Max,AR-4244-SL,939442358177,0939442358177,Arlo Nest Hub Max Smart Home Device,Transform your home with the Arlo Nest Hub Max. Easy setup and seamless smart home integration.,472.8,0.7,222,https://images.bestbuy.com/marketplace/arlo-nest-hub-max-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Apple HomeKit | Power: Battery,2025-01-10,2025-01-10,Yes,
97,BB-MKT-00771,S008,DigitalHub USA,Tablets,Apple,iPad Pro 12.9,AP-9957-SL,361221074705,0361221074705,"Apple iPad Pro 12.9 12.4"" 256GB Tablet",Stay productive and entertained with the Apple iPad Pro 12.9. Powerful performance in a sleek design.,1093.94,0.71,439,https://images.bestbuy.com/marketplace/apple-ipad-pro-12.9-main.jpg,"Storage_GB: 256 | Screen_Size: 12.4"" | Cellular: No | RAM_GB: 6",2024-09-02,2024-09-02,Yes,
98,BB-MKT-00342,S004,ValueTech Store,Laptops,HP,Pavilion 15,HP-9060-WH,398297363894,0398297363894,"HP Pavilion 15 16"" Laptop - 32GB RAM 256GB SSD",Experience premium performance with the HP Pavilion 15. Designed for professionals and students alike.,1072.35,1.44,496,https://images.bestbuy.com/marketplace/hp-pavilion-15-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 16"" | Processor: Apple M2",2025-03-31,2025-03-31,Yes,
99,BB-MKT-00645,S005,ConnectPro Sales,Tablets,Samsung,Fire HD 10,SA-4436-WH,262767312308,0262767312308,"Samsung Fire HD 10 12.4"" 128GB Tablet",Stay productive and entertained with the Samsung Fire HD 10. Powerful performance in a sleek design.,1074.01,0.42,333,https://images.bestbuy.com/marketplace/samsung-fire-hd-10-main.jpg,"Storage_GB: 128 | Screen_Size: 12.4"" | Cellular: No | RAM_GB: 8",2024-07-05,2024-07-05,Yes,
100,BB-MKT-00842,S003,PrimeElectronics,Smart Home,Philips,Learning Thermostat,PH-2921-WH,651055291977,0651055291977,Philips Learning Thermostat Smart Home Device,Transform your home with the Philips Learning Thermostat. Easy setup and seamless smart home integration.,292.27,0.63,197,https://images.bestbuy.com/marketplace/philips-learning-thermostat-main.jpg,Connectivity: Bluetooth | Voice_Assistant: None | Power: Wired,2025-02-28,2025-02-28,Yes,
101,BB-MKT-00153,S002,EliteGadgets Inc,Laptops,ASUS,IdeaPad 5,AS-5703-BL,136387268746,0136387268746,"ASUS IdeaPad 5 13.3"" Laptop - 8GB RAM 1024GB SSD",Experience premium performance with the ASUS IdeaPad 5. Designed for professionals and students alike.,776.96,1.42,328,https://images.bestbuy.com/marketplace/asus-ideapad-5-main.jpg,"RAM_GB: 8 | Storage_GB: 1024 | Screen_Size: 13.3"" | Processor: Intel i5",2025-02-01,2025-02-01,Yes,
102,BB-MKT-00791,S004,ValueTech Store,Tablets,Microsoft,Galaxy Tab S9,MI-9631-SL,369095351400,0369095351400,"Microsoft Galaxy Tab S9 11"" 512GB Tablet",Stay productive and entertained with the Microsoft Galaxy Tab S9. Powerful performance in a sleek design.,515.69,0.62,53,https://images.bestbuy.com/marketplace/microsoft-galaxy-tab-s9-main.jpg,"Storage_GB: 512 | Screen_Size: 11"" | Cellular: No | RAM_GB: 16",2024-07-28,2024-07-28,Yes,
103,BB-MKT-00776,S005,ConnectPro Sales,Tablets,Apple,Tab P12 Pro,AP-9608-SL,952580988064,0952580988064,"Apple Tab P12 Pro 12.4"" 512GB Tablet",Stay productive and entertained with the Apple Tab P12 Pro. Powerful performance in a sleek design.,297.84,0.49,489,https://images.bestbuy.com/marketplace/apple-tab-p12-pro-main.jpg,"Storage_GB: 512 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 16",2025-04-24,2025-04-24,Yes,
104,BB-MKT-00615,S001,TechDirect LLC,TVs,Samsung,U8K,SA-4990-BK,930769072459,0930769072459,"Samsung 43"" 8K Smart TV U8K",Immerse yourself in stunning visuals with the Samsung U8K. Features cutting-edge display technology.,473.71,24.48,151,https://images.bestbuy.com/marketplace/samsung-u8k-main.jpg,"Screen_Size: 43"" | Resolution: 8K | Smart_TV: Yes | HDR: HDR10+",2024-10-12,2024-10-12,Yes,
105,BB-MKT-00917,S006,NextGen Devices,Laptops,HP,VivoBook 16,HP-4417-BL,919769811178,0919769811178,"HP VivoBook 16 13.3"" Laptop - 8GB RAM 512GB SSD",Experience premium performance with the HP VivoBook 16. Designed for professionals and students alike.,502.35,1.9,101,https://images.bestbuy.com/marketplace/hp-vivobook-16-main.jpg,"RAM_GB: 8 | Storage_GB: 512 | Screen_Size: 13.3"" | Processor: AMD Ryzen 7",2024-10-14,2024-10-14,Yes,
